"ID ";"Business line";"Ad channel";"Revenues";"Costs";"Country";"Currency";"Date";"Client";"Points of sale";"Connected points"
"240/18";"HARDWARE";;619516;607126;"ES";"EUR";16/01/2013;"DI S.A.";8;22
"240/18";"INSTALLATION";;33168;30514;"ES";"EUR";16/01/2013;"DI S.A.";7;23
"240/18";"MAINTENANCE";;9516;8564;"ES";"EUR";16/01/2013;"DI S.A.";4;15
"240/18";"SOFTWARE";;285837;142919;"ES";"EUR";16/01/2013;"DI S.A.";1;30
"240/18";"CONTENT";;4;2;"ES";"EUR";16/01/2013;"DI S.A.";3;6
"240/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";16/01/2013;"DI S.A.";9;22
"240/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";16/01/2013;"DI S.A.";8;9
"240/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";16/01/2013;"DI S.A.";1;27
"240/19";"HARDWARE";;2121;2078;"CO";"Peso CO";15/04/2014;"LAAMBOR";3;20
"241/17";"HARDWARE";;4;4;"MX";"Peso MX";22/12/2011;"Gm S. A";4;25
"241/17";"INSTALLATION";;4;4;"MX";"Peso MX";22/12/2011;"Gm S. A";8;13
"241/17";"MAINTENANCE";;4;4;"MX";"Peso MX";22/12/2011;"Gm S. A";9;10
"241/17";"SOFTWARE";;4;2;"MX";"Peso MX";22/12/2011;"Gm S. A";1;23
"241/17";"CONTENT";;20463801;10231901;"MX";"Peso MX";22/12/2011;"Gm S. A";8;15
"241/17";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";22/12/2011;"Gm S. A";8;30
"241/17";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";22/12/2011;"Gm S. A";7;25
"241/17";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";22/12/2011;"Gm S. A";1;3
"241/18";"HARDWARE";;4;4;"IT";"EUR";16/01/2013;"LA S.A.";7;29
"241/18";"INSTALLATION";;4;4;"IT";"EUR";16/01/2013;"LA S.A.";8;19
"241/18";"MAINTENANCE";;4;4;"IT";"EUR";16/01/2013;"LA S.A.";2;16
"241/18";"SOFTWARE";;4;2;"IT";"EUR";16/01/2013;"LA S.A.";8;16
"241/18";"CONTENT";;4;2;"IT";"EUR";16/01/2013;"LA S.A.";5;10
"241/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";16/01/2013;"LA S.A.";6;16
"241/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";16/01/2013;"LA S.A.";6;16
"241/18";"ADVERTISING";"Canal Rojo";1857115;1207125;"IT";"EUR";16/01/2013;"LA S.A.";10;29
"241/19";"HARDWARE";;222789;218333;"IT";"EUR";15/04/2014;"FO S.L.";3;3
"241/19";"INSTALLATION";;403800;371496;"IT";"EUR";15/04/2014;"FO S.L.";9;12
"242/18";"HARDWARE";;4;4;"ES";"EUR";16/01/2013;"CO S.A.";8;29
"242/18";"INSTALLATION";;4;4;"ES";"EUR";16/01/2013;"CO S.A.";4;23
"242/18";"MAINTENANCE";;4;4;"ES";"EUR";16/01/2013;"CO S.A.";4;19
"242/18";"SOFTWARE";;4;2;"ES";"EUR";16/01/2013;"CO S.A.";5;17
"242/18";"CONTENT";;4;2;"ES";"EUR";16/01/2013;"CO S.A.";4;27
"242/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";16/01/2013;"CO S.A.";8;17
"242/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";16/01/2013;"CO S.A.";5;22
"242/18";"ADVERTISING";"Canal Rojo";17545710;11404712;"ES";"EUR";16/01/2013;"CO S.A.";7;8
"242/19";"HARDWARE";;37575;36823;"IT";"EUR";17/04/2014;"SELERIA";3;20
"242/19";"INSTALLATION";;15105;13897;"IT";"EUR";17/04/2014;"SELERIA";10;17
"242/19";"MAINTENANCE";;9353;8418;"IT";"EUR";17/04/2014;"SELERIA";5;15
"242/19";"SOFTWARE";;4211;2106;"IT";"EUR";17/04/2014;"SELERIA";9;12
"243/18";"HARDWARE";;116141;113818;"ES";"EUR";16/01/2013;"CO S.A.";9;11
"243/18";"INSTALLATION";;8874;8164;"ES";"EUR";16/01/2013;"CO S.A.";2;5
"243/18";"MAINTENANCE";;67218;60496;"ES";"EUR";16/01/2013;"CO S.A.";9;20
"243/18";"SOFTWARE";;16306;8153;"ES";"EUR";16/01/2013;"CO S.A.";2;4
"243/18";"CONTENT";;5999;3000;"ES";"EUR";16/01/2013;"CO S.A.";9;15
"243/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";16/01/2013;"CO S.A.";10;24
"243/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";16/01/2013;"CO S.A.";9;24
"243/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";16/01/2013;"CO S.A.";3;5
"243/19";"HARDWARE";;51491;50462;"ES";"EUR";19/04/2014;"MALERIA";7;9
"243/19";"INSTALLATION";;25119;23110;"ES";"EUR";19/04/2014;"MALERIA";2;7
"243/19";"MAINTENANCE";;9353;8418;"ES";"EUR";19/04/2014;"MALERIA";2;18
"243/19";"SOFTWARE";;4211;2106;"ES";"EUR";19/04/2014;"MALERIA";8;20
"244/18";"HARDWARE";;116141;113818;"ES";"EUR";16/01/2013;"CO S.A.";5;21
"244/18";"INSTALLATION";;8874;8164;"ES";"EUR";16/01/2013;"CO S.A.";9;21
"244/18";"MAINTENANCE";;67218;60496;"ES";"EUR";16/01/2013;"CO S.A.";10;11
"244/18";"SOFTWARE";;16306;8153;"ES";"EUR";16/01/2013;"CO S.A.";6;18
"244/18";"CONTENT";;5999;3000;"ES";"EUR";16/01/2013;"CO S.A.";2;11
"244/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";16/01/2013;"CO S.A.";5;19
"244/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";16/01/2013;"CO S.A.";10;14
"244/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";16/01/2013;"CO S.A.";6;20
"244/19";"HARDWARE";;40452;39643;"IT";"EUR";19/04/2014;"FO S.L.";6;7
"244/19";"INSTALLATION";;72272;66490;"IT";"EUR";19/04/2014;"FO S.L.";5;22
"245/18";"HARDWARE";;116141;113818;"ES";"EUR";15/12/2012;"CO S.A.";6;19
"245/18";"INSTALLATION";;8874;8164;"ES";"EUR";15/12/2012;"CO S.A.";2;7
"245/18";"MAINTENANCE";;67218;60496;"ES";"EUR";15/12/2012;"CO S.A.";6;24
"245/18";"SOFTWARE";;16306;8153;"ES";"EUR";15/12/2012;"CO S.A.";8;20
"245/18";"CONTENT";;5999;3000;"ES";"EUR";15/12/2012;"CO S.A.";10;30
"245/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";15/12/2012;"CO S.A.";10;26
"245/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";15/12/2012;"CO S.A.";1;6
"245/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";15/12/2012;"CO S.A.";9;15
"245/19";"ADVERTISING";"Canal Rojo";8601081;5590703;"CO";"Peso CO";23/04/2014;"BA LOMB";10;11
"246/18";"HARDWARE";;116141;113818;"ES";"EUR";17/01/2013;"CO S.A.";4;11
"246/18";"INSTALLATION";;8874;8164;"ES";"EUR";17/01/2013;"CO S.A.";3;9
"246/18";"MAINTENANCE";;67218;60496;"ES";"EUR";17/01/2013;"CO S.A.";10;28
"246/18";"SOFTWARE";;16306;8153;"ES";"EUR";17/01/2013;"CO S.A.";4;12
"246/18";"CONTENT";;5999;3000;"ES";"EUR";17/01/2013;"CO S.A.";6;6
"246/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";17/01/2013;"CO S.A.";3;8
"246/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";17/01/2013;"CO S.A.";2;3
"246/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";17/01/2013;"CO S.A.";10;19
"246/19";"HARDWARE";;233830;229154;"ES";"EUR";23/04/2014;"ROS.L. ";7;7
"246/19";"INSTALLATION";;17063;15698;"ES";"EUR";23/04/2014;"ROS.L. ";3;24
"246/19";"MAINTENANCE";;16845;15160;"ES";"EUR";23/04/2014;"ROS.L. ";5;30
"246/19";"SOFTWARE";;54576;27288;"ES";"EUR";23/04/2014;"ROS.L. ";2;24
"247/18";"HARDWARE";;113305;111039;"ES";"EUR";17/01/2013;"CO S.A.";6;19
"247/18";"INSTALLATION";;8102;7454;"ES";"EUR";17/01/2013;"CO S.A.";10;15
"247/18";"MAINTENANCE";;65064;58558;"ES";"EUR";17/01/2013;"CO S.A.";4;15
"247/18";"SOFTWARE";;15254;7627;"ES";"EUR";17/01/2013;"CO S.A.";4;12
"247/18";"CONTENT";;5368;2684;"ES";"EUR";17/01/2013;"CO S.A.";2;9
"247/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";17/01/2013;"CO S.A.";8;29
"247/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";17/01/2013;"CO S.A.";9;15
"247/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";17/01/2013;"CO S.A.";4;13
"247/19";"HARDWARE";;585885;574168;"ES";"EUR";23/04/2014;"CO S.A.";10;14
"247/19";"INSTALLATION";;16306;15001;"ES";"EUR";23/04/2014;"CO S.A.";6;22
"248/18";"HARDWARE";;4;4;"IT";"EUR";17/01/2013;"LA S.A.";10;19
"248/18";"INSTALLATION";;4;4;"IT";"EUR";17/01/2013;"LA S.A.";5;22
"248/18";"MAINTENANCE";;4;4;"IT";"EUR";17/01/2013;"LA S.A.";6;6
"248/18";"SOFTWARE";;4;2;"IT";"EUR";17/01/2013;"LA S.A.";5;19
"248/18";"CONTENT";;4;2;"IT";"EUR";17/01/2013;"LA S.A.";4;25
"248/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";17/01/2013;"LA S.A.";5;6
"248/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";17/01/2013;"LA S.A.";10;24
"248/18";"ADVERTISING";"Canal Rojo";1845722;1199719;"IT";"EUR";17/01/2013;"LA S.A.";7;29
"248/19";"HARDWARE";;669931;656533;"ES";"EUR";23/04/2014;"CO S.A.";5;26
"248/19";"INSTALLATION";;64158;59025;"ES";"EUR";23/04/2014;"CO S.A.";4;27
"249/18";"HARDWARE";;116141;113818;"ES";"EUR";20/01/2013;"CO S.A.";7;21
"249/18";"INSTALLATION";;8874;8164;"ES";"EUR";20/01/2013;"CO S.A.";8;8
"249/18";"MAINTENANCE";;67218;60496;"ES";"EUR";20/01/2013;"CO S.A.";6;10
"249/18";"SOFTWARE";;16306;8153;"ES";"EUR";20/01/2013;"CO S.A.";3;14
"249/18";"CONTENT";;5999;3000;"ES";"EUR";20/01/2013;"CO S.A.";9;11
"249/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/01/2013;"CO S.A.";10;19
"249/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/01/2013;"CO S.A.";3;15
"249/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";20/01/2013;"CO S.A.";10;21
"249/19";"HARDWARE";;25578;25066;"MX";"Peso MX";29/04/2014;"FO S.L.";6;8
"249/19";"INSTALLATION";;72272;66490;"MX";"Peso MX";29/04/2014;"FO S.L.";6;14
"250/18";"HARDWARE";;116141;113818;"ES";"EUR";20/01/2013;"CO S.A.";6;22
"250/18";"INSTALLATION";;8874;8164;"ES";"EUR";20/01/2013;"CO S.A.";7;23
"250/18";"MAINTENANCE";;67218;60496;"ES";"EUR";20/01/2013;"CO S.A.";7;27
"250/18";"SOFTWARE";;16306;8153;"ES";"EUR";20/01/2013;"CO S.A.";4;15
"250/18";"CONTENT";;5999;3000;"ES";"EUR";20/01/2013;"CO S.A.";6;16
"250/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/01/2013;"CO S.A.";5;9
"250/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/01/2013;"CO S.A.";4;11
"250/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";20/01/2013;"CO S.A.";8;23
"250/19";"HARDWARE";;22465;22016;"MX";"Peso MX";29/04/2014;"FO S.L.";9;26
"250/19";"INSTALLATION";;27149;24977;"MX";"Peso MX";29/04/2014;"FO S.L.";5;8
"251/18";"HARDWARE";;116141;113818;"ES";"EUR";20/01/2013;"CO S.A.";8;15
"251/18";"INSTALLATION";;8874;8164;"ES";"EUR";20/01/2013;"CO S.A.";10;27
"251/18";"MAINTENANCE";;67218;60496;"ES";"EUR";20/01/2013;"CO S.A.";8;29
"251/18";"SOFTWARE";;16306;8153;"ES";"EUR";20/01/2013;"CO S.A.";8;21
"251/18";"CONTENT";;5999;3000;"ES";"EUR";20/01/2013;"CO S.A.";4;19
"251/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/01/2013;"CO S.A.";1;19
"251/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/01/2013;"CO S.A.";8;20
"251/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";20/01/2013;"CO S.A.";2;8
"251/19";"CONTENT";;776678;388339;"ES";"EUR";30/04/2014;"BES.A.U";8;27
"252/18";"HARDWARE";;116141;113818;"ES";"EUR";20/01/2013;"CO S.A.";3;22
"252/18";"INSTALLATION";;8874;8164;"ES";"EUR";20/01/2013;"CO S.A.";1;27
"252/18";"MAINTENANCE";;67218;60496;"ES";"EUR";20/01/2013;"CO S.A.";10;20
"252/18";"SOFTWARE";;16306;8153;"ES";"EUR";20/01/2013;"CO S.A.";9;10
"252/18";"CONTENT";;5999;3000;"ES";"EUR";20/01/2013;"CO S.A.";5;17
"252/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/01/2013;"CO S.A.";4;26
"252/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/01/2013;"CO S.A.";10;13
"252/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";20/01/2013;"CO S.A.";4;22
"252/19";"CONTENT";;1099898;549949;"ES";"EUR";30/04/2014;"DI S.A.";5;5
"253/18";"HARDWARE";;116141;113818;"ES";"EUR";20/01/2013;"CO S.A.";3;21
"253/18";"INSTALLATION";;8874;8164;"ES";"EUR";20/01/2013;"CO S.A.";5;30
"253/18";"MAINTENANCE";;67218;60496;"ES";"EUR";20/01/2013;"CO S.A.";10;28
"253/18";"SOFTWARE";;16306;8153;"ES";"EUR";20/01/2013;"CO S.A.";6;13
"253/18";"CONTENT";;5999;3000;"ES";"EUR";20/01/2013;"CO S.A.";2;30
"253/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/01/2013;"CO S.A.";6;20
"253/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/01/2013;"CO S.A.";7;10
"253/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";20/01/2013;"CO S.A.";7;29
"253/19";"CONTENT";;8166649;4083324;"IT";"EUR";30/04/2014;"FO S.L.";9;22
"254/18";"HARDWARE";;5774913;5659414;"CO";"Peso CO";20/01/2013;"CA S.A.";10;27
"254/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";20/01/2013;"CA S.A.";10;11
"254/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";20/01/2013;"CA S.A.";6;13
"254/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";20/01/2013;"CA S.A.";1;22
"254/18";"CONTENT";;5999;3000;"CO";"Peso CO";20/01/2013;"CA S.A.";6;12
"254/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";4;12
"254/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";8;10
"254/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";1;3
"254/19";"SOFTWARE";;1582;791;"CO";"Peso CO";30/04/2014;"GE.L.U.";1;2
"255/18";"HARDWARE";;5774913;5659414;"CO";"Peso CO";20/01/2013;"CA S.A.";8;11
"255/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";20/01/2013;"CA S.A.";1;5
"255/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";20/01/2013;"CA S.A.";10;19
"255/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";20/01/2013;"CA S.A.";4;18
"255/18";"CONTENT";;4;2;"CO";"Peso CO";20/01/2013;"CA S.A.";7;23
"255/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";3;10
"255/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";6;13
"255/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";20/01/2013;"CA S.A.";4;17
"255/19";"CONTENT";;254514;127257;"MX";"Peso MX";30/04/2014;"Gm S. A";5;26
"256/18";"HARDWARE";;116141;113818;"ES";"EUR";23/01/2013;"CO S.A.";10;25
"256/18";"INSTALLATION";;8874;8164;"ES";"EUR";23/01/2013;"CO S.A.";9;17
"256/18";"MAINTENANCE";;67218;60496;"ES";"EUR";23/01/2013;"CO S.A.";10;21
"256/18";"SOFTWARE";;16306;8153;"ES";"EUR";23/01/2013;"CO S.A.";7;14
"256/18";"CONTENT";;5999;3000;"ES";"EUR";23/01/2013;"CO S.A.";2;24
"256/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/01/2013;"CO S.A.";8;27
"256/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/01/2013;"CO S.A.";10;22
"256/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/01/2013;"CO S.A.";2;3
"256/19";"CONTENT";;298509;149255;"ES";"EUR";30/04/2014;"RE.L.U.";5;9
"257/18";"HARDWARE";;220266;215861;"ES";"EUR";23/01/2013;"DI S.A.";3;3
"257/18";"INSTALLATION";;33168;30514;"ES";"EUR";23/01/2013;"DI S.A.";9;20
"257/18";"MAINTENANCE";;9516;8564;"ES";"EUR";23/01/2013;"DI S.A.";10;26
"257/18";"SOFTWARE";;285837;142919;"ES";"EUR";23/01/2013;"DI S.A.";6;15
"257/18";"CONTENT";;4;2;"ES";"EUR";23/01/2013;"DI S.A.";3;13
"257/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/01/2013;"DI S.A.";2;15
"257/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/01/2013;"DI S.A.";7;17
"257/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/01/2013;"DI S.A.";1;11
"257/19";"HARDWARE";;1522506917;1492056779;"ES";"EUR";30/04/2014;"DI S.A.";5;5
"257/19";"INSTALLATION";;3068526334;2823044227;"ES";"EUR";30/04/2014;"DI S.A.";5;28
"257/19";"SOFTWARE";;39202125;19601062;"ES";"EUR";30/04/2014;"DI S.A.";4;11
"258/18";"HARDWARE";;220266;215861;"ES";"EUR";23/01/2013;"DI S.A.";8;24
"258/18";"INSTALLATION";;33168;30514;"ES";"EUR";23/01/2013;"DI S.A.";6;14
"258/18";"MAINTENANCE";;9516;8564;"ES";"EUR";23/01/2013;"DI S.A.";10;30
"258/18";"SOFTWARE";;285837;142919;"ES";"EUR";23/01/2013;"DI S.A.";7;13
"258/18";"CONTENT";;4;2;"ES";"EUR";23/01/2013;"DI S.A.";1;23
"258/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/01/2013;"DI S.A.";5;12
"258/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/01/2013;"DI S.A.";5;6
"258/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/01/2013;"DI S.A.";6;7
"258/19";"HARDWARE";;382679669;375026075;"ES";"EUR";30/04/2014;"DI S.A.";8;14
"258/19";"INSTALLATION";;15902015;14629853;"ES";"EUR";30/04/2014;"DI S.A.";6;29
"258/19";"MAINTENANCE";;520420559;468378503;"ES";"EUR";30/04/2014;"DI S.A.";10;22
"258/19";"SOFTWARE";;529475686;264737843;"ES";"EUR";30/04/2014;"DI S.A.";9;30
"259/18";"HARDWARE";;116141;113818;"ES";"EUR";23/01/2013;"CO S.A.";6;23
"259/18";"INSTALLATION";;8874;8164;"ES";"EUR";23/01/2013;"CO S.A.";7;27
"259/18";"MAINTENANCE";;67218;60496;"ES";"EUR";23/01/2013;"CO S.A.";10;27
"259/18";"SOFTWARE";;16306;8153;"ES";"EUR";23/01/2013;"CO S.A.";10;11
"259/18";"CONTENT";;5999;3000;"ES";"EUR";23/01/2013;"CO S.A.";1;13
"259/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/01/2013;"CO S.A.";9;25
"259/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/01/2013;"CO S.A.";9;23
"259/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/01/2013;"CO S.A.";3;20
"259/19";"HARDWARE";;53023701832;51963227795;"IT";"EUR";30/04/2014;"ECNOCOM";4;24
"260/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";6;13
"260/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";4;6
"260/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";8;8
"260/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";4;24
"260/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";6;11
"260/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";1;19
"260/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";3;25
"260/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";2;29
"260/19";"ADVERTISING";"Canal Azul";16306;10599;"ES";"EUR";01/05/2014;"LOOTROS";1;27
"261/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";6;11
"261/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";3;16
"261/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";3;9
"261/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";5;8
"261/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";9;27
"261/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";8;18
"261/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";9;14
"261/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";2;11
"261/19";"CONTENT";;2811524;1405762;"ES";"EUR";12/05/2014;"EXHCARE";6;11
"262/18";"HARDWARE";;4;4;"ES";"EUR";25/01/2013;"ROS.L. ";4;30
"262/18";"INSTALLATION";;38720;35622;"ES";"EUR";25/01/2013;"ROS.L. ";4;11
"262/18";"MAINTENANCE";;4;4;"ES";"EUR";25/01/2013;"ROS.L. ";10;25
"262/18";"SOFTWARE";;4;2;"ES";"EUR";25/01/2013;"ROS.L. ";6;12
"262/18";"CONTENT";;4;2;"ES";"EUR";25/01/2013;"ROS.L. ";1;16
"262/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"ROS.L. ";2;22
"262/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"ROS.L. ";1;2
"262/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"ROS.L. ";1;10
"262/19";"MAINTENANCE";;1666;1500;"CO";"Peso CO";12/05/2014;"U.MOBEL";5;7
"263/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";8;30
"263/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";5;20
"263/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";10;10
"263/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";3;27
"263/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";8;17
"263/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";3;27
"263/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";10;23
"263/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";3;7
"263/19";"CONTENT";;8166649;4083324;"IT";"EUR";14/05/2014;"FO S.L.";10;15
"264/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";3;17
"264/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";8;13
"264/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";1;25
"264/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";1;19
"264/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";3;4
"264/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";4;10
"264/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";9;12
"264/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";7;22
"264/19";"CONTENT";;776678;388339;"ES";"EUR";30/05/2014;"BES.A.U";7;14
"265/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";5;21
"265/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";7;13
"265/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";2;10
"265/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";1;18
"265/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";8;18
"265/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";2;29
"265/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";4;30
"265/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";5;25
"265/19";"CONTENT";;276073;138037;"ES";"EUR";30/05/2014;"CO S.A.";2;19
"266/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";7;10
"266/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";7;15
"266/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";1;9
"266/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";6;6
"266/18";"CONTENT";;5999;3000;"ES";"EUR";25/01/2013;"CO S.A.";6;29
"266/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/01/2013;"CO S.A.";7;10
"266/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/01/2013;"CO S.A.";8;16
"266/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/01/2013;"CO S.A.";6;26
"266/19";"SOFTWARE";;1582;791;"CO";"Peso CO";30/05/2014;"GE.L.U.";6;9
"267/18";"HARDWARE";;116141;113818;"ES";"EUR";25/01/2013;"CO S.A.";5;6
"267/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/01/2013;"CO S.A.";10;22
"267/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/01/2013;"CO S.A.";9;25
"267/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/01/2013;"CO S.A.";9;29
